-0.46,0.6,0.2116,0.36,-1
-0.42,0.85,0.1764,0.7225,-1
0.24,-0.76,0.0576,0.5776,1
0.75,0.83,0.5625,0.6889,-1
-0.27,0.43,0.0729,0.1849,-1
-0.07,-0.2,0.0049,0.04,1
0.71,-0.58,0.5041,0.3364,1
-0.47,-0.09,0.2209,0.0081,1
-0.37,0.38,0.1369,0.1444,-1
-0.13,-0.77,0.0169,0.5929,1
-0.66,-0.89,0.4356,0.7921,1
-0.54,-0.41,0.2916,0.1681,1
0.32,-0.61,0.1024,0.3721,1
0.99,-0.41,0.9801,0.1681,1
-0.09,0.56,0.0081,0.3136,-1
0.08,0.13,0.0064,0.0169,-1
-0.25,0.45,0.0625,0.2025,-1
-0.73,0.38,0.5329,0.1444,1
-0.59,0.95,0.3481,0.9025,-1
0.45,-0.24,0.2025,0.0576,1
-0.57,-0.51,0.3249,0.2601,1
0.86,-0.28,0.7396,0.0784,1
0.94,-0.72,0.8836,0.5184,1
-0.8,-0.68,0.64,0.4624,1
0.68,0.26,0.4624,0.0676,1
-0.2,0.38,0.04,0.1444,-1
0.33,-0.19,0.1089,0.0361,1
-0.46,0.1,0.2116,0.01,1
-0.5,0.18,0.25,0.0324,-1
0.28,-0.1,0.0784,0.01,1
-0.97,0.44,0.9409,0.1936,1
0.47,-0.99,0.2209,0.9801,1
-0.3,-0.72,0.09,0.5184,1
-0.45,0.84,0.2025,0.7056,-1
0.5,0.92,0.25,0.8464,-1
0.49,0.22,0.2401,0.0484,-1
-0.07,-0.18,0.0049,0.0324,1
-0.93,-0.59,0.8649,0.3481,1
0.95,-0.43,0.9025,0.1849,1
-0.79,0.09,0.6241,0.0081,1
-0.07,-0.84,0.0049,0.7056,1
0.41,-0.5,0.1681,0.25,1
-0.82,0.7,0.6724,0.49,-1
-0.28,-0.28,0.0784,0.0784,1
-0.9,0.56,0.81,0.3136,1
0.12,0.05,0.0144,0.0025,1
-0.22,0.25,0.0484,0.0625,-1
0.41,0.22,0.1681,0.0484,1
0.98,0.61,0.9604,0.3721,1
-0.32,-0.53,0.1024,0.2809,1
-0.04,-0.79,0.0016,0.6241,1
-0.67,0.49,0.4489,0.2401,1
-0.9,-0.75,0.81,0.5625,1
-0.65,0.3,0.4225,0.09,1
0.85,0.95,0.7225,0.9025,-1
0.29,-0.99,0.0841,0.9801,1
-0.21,-0.39,0.0441,0.1521,1
0.38,-0.82,0.1444,0.6724,1
-0.66,-0.99,0.4356,0.9801,1
0.38,-0.19,0.1444,0.0361,1
0.81,-0.54,0.6561,0.2916,1
0.97,-0.34,0.9409,0.1156,1
-0.34,-0.59,0.1156,0.3481,1
-0.14,-0.13,0.0196,0.0169,1
0.64,-0.04,0.4096,0.0016,1
-0.27,0.52,0.0729,0.2704,-1
0.05,-0.21,0.0025,0.0441,1
-0.05,0.76,0.0025,0.5776,-1
-0.24,0.82,0.0576,0.6724,-1
-0.78,0.43,0.6084,0.1849,1
-0.07,0.11,0.0049,0.0121,-1
0.06,0.13,0.0036,0.0169,-1
-0.35,-0.32,0.1225,0.1024,1
0.21,0.96,0.0441,0.9216,-1
-0.36,-0.28,0.1296,0.0784,1
0.41,-0.29,0.1681,0.0841,1
-0.37,-0.75,0.1369,0.5625,1
-0.84,-0.56,0.7056,0.3136,1
0.02,-0.07,0.0004,0.0049,1
0.53,0.71,0.2809,0.5041,-1
0.79,-0.49,0.6241,0.2401,1
0.96,0.75,0.9216,0.5625,1
0.38,0.28,0.1444,0.0784,-1
0.02,-0.9,0.0004,0.81,1
-0.12,-0.82,0.0144,0.6724,1
0.12,0.23,0.0144,0.0529,-1
0.67,-0.78,0.4489,0.6084,1
-0.12,-0.06,0.0144,0.0036,-1
-0.83,-0.22,0.6889,0.0484,1
-0.71,0.85,0.5041,0.7225,-1
-0.39,-0.19,0.1521,0.0361,1
-0.24,0.14,0.0576,0.0196,-1
0.96,0.94,0.9216,0.8836,-1
0.76,0.23,0.5776,0.0529,1
-0.48,0.37,0.2304,0.1369,-1
0.17,0.42,0.0289,0.1764,-1
0.17,-0.3,0.0289,0.09,1
0.59,0.41,0.3481,0.1681,-1
0.25,0.27,0.0625,0.0729,-1
0.57,-0.34,0.3249,0.1156,1
0.06,0.19,0.0036,0.0361,-1
-0.41,-0.68,0.1681,0.4624,1
-0.19,0.14,0.0361,0.0196,-1
-0.8,0.46,0.64,0.2116,1
0.43,0.44,0.1849,0.1936,-1
-0.7,0.66,0.49,0.4356,-1
-0.37,0.06,0.1369,0.0036,1
0.95,-0.87,0.9025,0.7569,1
0.62,0.31,0.3844,0.0961,-1
0.36,-0.57,0.1296,0.3249,1
0.71,1,0.5041,1.0,-1
1,0.63,1.0,0.3969,1
-0.95,0.57,0.9025,0.3249,1
0.68,-0.72,0.4624,0.5184,1
0,0.63,0.0,0.3969,-1
0.56,0.18,0.3136,0.0324,1
0.55,-0.98,0.3025,0.9604,1
0.73,-0.12,0.5329,0.0144,1
-0.14,0.66,0.0196,0.4356,-1
-0.78,0.37,0.6084,0.1369,1
0.05,-0.94,0.0025,0.8836,1
-0.26,0.05,0.0676,0.0025,-1
-0.59,-0.52,0.3481,0.2704,1
0.84,-0.02,0.7056,0.0004,1
0.72,0.94,0.5184,0.8836,-1
0.5,-0.11,0.25,0.0121,1
0.42,0.51,0.1764,0.2601,-1
-0.72,-0.63,0.5184,0.3969,1
-0.87,-0.45,0.7569,0.2025,1
-0.6,-0.87,0.36,0.7569,1
0.66,0.46,0.4356,0.2116,-1
-0.7,-0.08,0.49,0.0064,1
0.7,0.07,0.49,0.0049,1
-0.19,-0.75,0.0361,0.5625,1
0.89,0.88,0.7921,0.7744,-1
-0.4,0.85,0.16,0.7225,-1
0.04,0.51,0.0016,0.2601,-1
0.9,-0.5,0.81,0.25,1
0.13,0.99,0.0169,0.9801,-1
-0.18,-0.47,0.0324,0.2209,1
0.06,-0.94,0.0036,0.8836,1
0.49,0.18,0.2401,0.0324,1
0,0.98,0.0,0.9604,-1
0.71,0.7,0.5041,0.49,-1
0.28,0.42,0.0784,0.1764,-1
0.57,-1,0.3249,1.0,1
0.28,0.38,0.0784,0.1444,-1
-0.72,0.81,0.5184,0.6561,-1
-0.41,0.15,0.1681,0.0225,-1
0.78,-0.97,0.6084,0.9409,1
0.14,0.77,0.0196,0.5929,-1
0.36,-0.19,0.1296,0.0361,1
0.53,-0.14,0.2809,0.0196,1
-0.32,0.97,0.1024,0.9409,-1
0.74,-0.11,0.5476,0.0121,1
-0.72,0.94,0.5184,0.8836,-1
-0.25,-0.07,0.0625,0.0049,1
0.22,0.04,0.0484,0.0016,-1
-0.7,0.89,0.49,0.7921,-1
-0.19,-0.02,0.0361,0.0004,-1
0.21,0.66,0.0441,0.4356,-1
0.84,-0.59,0.7056,0.3481,1
0.62,-0.95,0.3844,0.9025,1
-0.53,0.71,0.2809,0.5041,-1
0.03,-0.54,0.0009,0.2916,1
-0.9,-0.96,0.81,0.9216,1
-0.01,-0.48,0.0001,0.2304,1
0.62,0.69,0.3844,0.4761,-1
-0.51,0.6,0.2601,0.36,-1
-0.45,0.12,0.2025,0.0144,1
-0.94,-0.95,0.8836,0.9025,1
-0.12,0.08,0.0144,0.0064,1
-0.51,0.7,0.2601,0.49,-1
0.85,-0.23,0.7225,0.0529,1
-0.68,-0.6,0.4624,0.36,1
0.54,0.01,0.2916,0.0001,1
-0.27,-0.92,0.0729,0.8464,1
0.72,0.16,0.5184,0.0256,1
0.95,0.86,0.9025,0.7396,-1
-0.1,0.2,0.01,0.04,-1
-0.23,-0.12,0.0529,0.0144,1
-0.9,0.65,0.81,0.4225,1
0.16,-0.5,0.0256,0.25,1
-0.13,-0.75,0.0169,0.5625,1
-0.42,0.44,0.1764,0.1936,-1
-0.83,-0.1,0.6889,0.01,1
0.87,0.24,0.7569,0.0576,1
-0.05,-0.29,0.0025,0.0841,1
0.13,0.91,0.0169,0.8281,-1
-0.53,0.25,0.2809,0.0625,1
0.15,0.1,0.0225,0.01,-1
0.6,-0.83,0.36,0.6889,1
-0.35,-0.02,0.1225,0.0004,1
-0.89,-0.56,0.7921,0.3136,1
-0.17,-0.64,0.0289,0.4096,1
-0.62,0.17,0.3844,0.0289,1
-0.71,0.63,0.5041,0.3969,-1
-0.2,-0.49,0.04,0.2401,1
-0.65,-0.61,0.4225,0.3721,1
-0.05,-0.44,0.0025,0.1936,1
-0.35,-0.1,0.1225,0.01,1
0.52,0.14,0.2704,0.0196,1
0.98,-0.83,0.9604,0.6889,1
-1,0.09,1.0,0.0081,1
0.99,-0.23,0.9801,0.0529,1
-0.97,-1,0.9409,1.0,1
0.37,0.14,0.1369,0.0196,1
-0.1,-0.81,0.01,0.6561,1
-0.34,-0.06,0.1156,0.0036,1
-0.34,-0.3,0.1156,0.09,1
-0.79,-0.38,0.6241,0.1444,1
-0.68,0.9,0.4624,0.81,-1
0.77,-0.12,0.5929,0.0144,1
0.2,0.73,0.04,0.5329,-1
-0.11,-0.49,0.0121,0.2401,1
-0.75,-0.66,0.5625,0.4356,1
-0.6,-0.71,0.36,0.5041,1
0.35,-0.4,0.1225,0.16,1
0.08,-0.71,0.0064,0.5041,1
0.25,-0.28,0.0625,0.0784,1
0.14,-0.31,0.0196,0.0961,1
0.13,0.32,0.0169,0.1024,-1
0.23,0,0.0529,0.0,-1
-0.87,0.39,0.7569,0.1521,1
-0.21,-0.9,0.0441,0.81,1
-0.63,-0.71,0.3969,0.5041,1
0.84,-1,0.7056,1.0,1
-1,-0.69,1.0,0.4761,1
-0.62,0.42,0.3844,0.1764,-1
0.47,0.1,0.2209,0.01,1
0.23,0.86,0.0529,0.7396,-1
-0.56,0.43,0.3136,0.1849,-1
-0.77,-0.14,0.5929,0.0196,1
0.73,-0.81,0.5329,0.6561,1
-0.73,0.88,0.5329,0.7744,-1
-0.89,-0.75,0.7921,0.5625,1
0.62,-0.88,0.3844,0.7744,1
-0.85,-0.64,0.7225,0.4096,1
-0.7,-0.7,0.49,0.49,1
0.76,-0.76,0.5776,0.5776,1
0.74,-0.53,0.5476,0.2809,1
0.7,-0.38,0.49,0.1444,1
-0.16,-0.81,0.0256,0.6561,1
0.68,0.87,0.4624,0.7569,-1
0.78,-0.6,0.6084,0.36,1
0.71,0.25,0.5041,0.0625,1
-0.65,0.69,0.4225,0.4761,-1
-0.44,0.49,0.1936,0.2401,-1
-0.78,0.94,0.6084,0.8836,-1
0.47,0.73,0.2209,0.5329,-1
-0.75,-0.04,0.5625,0.0016,1
0.63,-0.79,0.3969,0.6241,1
0.05,0.32,0.0025,0.1024,-1
-0.52,-0.36,0.2704,0.1296,1
0.01,-0.78,0.0001,0.6084,1
0.67,0.49,0.4489,0.2401,-1
-0.11,0.05,0.0121,0.0025,1
0.91,0.64,0.8281,0.4096,1
0.14,0.89,0.0196,0.7921,-1
-0.88,-0.35,0.7744,0.1225,1
0.62,-0.7,0.3844,0.49,1
0.39,0.13,0.1521,0.0169,-1
0.73,-0.72,0.5329,0.5184,1
0.06,-0.12,0.0036,0.0144,1
-0.64,-0.02,0.4096,0.0004,1
0.81,0.29,0.6561,0.0841,1
-0.16,0.98,0.0256,0.9604,-1
-0.49,-0.71,0.2401,0.5041,1
-0.95,-0.63,0.9025,0.3969,1
-0.17,-0.24,0.0289,0.0576,1
-0.58,0.06,0.3364,0.0036,1
0.92,0.94,0.8464,0.8836,1
-0.64,-0.35,0.4096,0.1225,1
-0.67,0.97,0.4489,0.9409,-1
0.09,0.86,0.0081,0.7396,-1
0.3,-0.41,0.09,0.1681,1
0.5,-0.99,0.25,0.9801,1
0.33,-0.81,0.1089,0.6561,1
-0.35,-0.09,0.1225,0.0081,1
-0.28,0.24,0.0784,0.0576,-1
0.4,0.95,0.16,0.9025,-1
-0.17,-0.44,0.0289,0.1936,1
-0.78,0.21,0.6084,0.0441,1
-0.46,0.14,0.2116,0.0196,1
-0.47,0.71,0.2209,0.5041,-1
0.61,-0.54,0.3721,0.2916,1
0.87,0.95,0.7569,0.9025,-1
-0.84,0.68,0.7056,0.4624,1
0.29,-0.86,0.0841,0.7396,1
0.09,0.45,0.0081,0.2025,-1
0.05,-0.45,0.0025,0.2025,1
-0.52,0.18,0.2704,0.0324,1
-0.1,-0.73,0.01,0.5329,1
-0.36,-0.68,0.1296,0.4624,1
-0.97,-0.74,0.9409,0.5476,1
-0.45,-0.17,0.2025,0.0289,1
-0.6,-0.9,0.36,0.81,1
-0.64,-0.87,0.4096,0.7569,1
-0.54,-0.44,0.2916,0.1936,1
-0.74,-0.18,0.5476,0.0324,1
-0.36,-0.74,0.1296,0.5476,1
-0.24,-0.15,0.0576,0.0225,1
-0.39,-0.58,0.1521,0.3364,1
-0.95,-0.64,0.9025,0.4096,1
-0.99,0.95,0.9801,0.9025,1
0.27,-0.08,0.0729,0.0064,1
0.74,-0.69,0.5476,0.4761,1
-0.8,-0.07,0.64,0.0049,1
0.82,0.72,0.6724,0.5184,-1
0.57,-0.87,0.3249,0.7569,1
-0.41,0.24,0.1681,0.0576,-1
0.78,-0.58,0.6084,0.3364,1
-0.73,-0.41,0.5329,0.1681,1
0.17,-0.87,0.0289,0.7569,1
-0.73,-0.15,0.5329,0.0225,1
-0.21,-0.69,0.0441,0.4761,1
-0.96,-0.72,0.9216,0.5184,1
0.16,0.68,0.0256,0.4624,-1
0.62,-0.27,0.3844,0.0729,1
-0.49,0.21,0.2401,0.0441,1
-0.65,0.06,0.4225,0.0036,1
-0.91,0.1,0.8281,0.01,1
-0.06,0.31,0.0036,0.0961,-1
0.08,-0.61,0.0064,0.3721,1
-0.13,0.74,0.0169,0.5476,-1
-0.07,-0.32,0.0049,0.1024,1
0.92,-0.4,0.8464,0.16,1
0.44,0.15,0.1936,0.0225,1
-0.85,-0.39,0.7225,0.1521,1
-0.44,0.19,0.1936,0.0361,-1
-0.1,0.75,0.01,0.5625,-1
0.94,0.46,0.8836,0.2116,1
0.51,-0.92,0.2601,0.8464,1
0.91,0.93,0.8281,0.8649,-1
0.87,-0.52,0.7569,0.2704,1
-0.89,-0.86,0.7921,0.7396,1
-0.14,0.1,0.0196,0.01,1
0.77,0.04,0.5929,0.0016,1
0.62,0.34,0.3844,0.1156,1
0.11,-0.8,0.0121,0.64,1
0.51,0.08,0.2601,0.0064,1
-0.23,-0.81,0.0529,0.6561,1
0.32,0.22,0.1024,0.0484,-1
0.65,0.91,0.4225,0.8281,-1
0.31,-0.29,0.0961,0.0841,1
0.88,-0.69,0.7744,0.4761,1
-0.4,1,0.16,1.0,-1
0.53,0.28,0.2809,0.0784,1
-0.34,-0.41,0.1156,0.1681,1
0.15,0.37,0.0225,0.1369,-1
-0.85,0.92,0.7225,0.8464,-1
0.23,-0.47,0.0529,0.2209,1
0.32,0.01,0.1024,0.0001,1
-0.47,0.94,0.2209,0.8836,-1
0.13,-0.87,0.0169,0.7569,1
-0.26,0.15,0.0676,0.0225,1
0.99,-0.17,0.9801,0.0289,1
0.66,-0.9,0.4356,0.81,1
0.26,-0.47,0.0676,0.2209,1
-0.05,0.57,0.0025,0.3249,-1
0.18,0.18,0.0324,0.0324,-1
-0.85,0.33,0.7225,0.1089,1
-0.85,0.53,0.7225,0.2809,1
-0.04,0.01,0.0016,0.0001,-1
-1,0.9,1.0,0.81,1
-0.99,-0.58,0.9801,0.3364,1
-0.34,-0.1,0.1156,0.01,1
0.13,-0.53,0.0169,0.2809,1
-0.01,0.03,0.0001,0.0009,1
-0.96,0.13,0.9216,0.0169,1
0.56,0.78,0.3136,0.6084,-1
-0.66,0.04,0.4356,0.0016,1
-0.44,0.89,0.1936,0.7921,-1
-0.81,0.32,0.6561,0.1024,1
0.7,0.97,0.49,0.9409,-1
0.1,-0.99,0.01,0.9801,1
0.91,-0.8,0.8281,0.64,1
0.37,-0.14,0.1369,0.0196,1
-0.66,0.36,0.4356,0.1296,1
0.18,0.26,0.0324,0.0676,-1
-0.81,-0.91,0.6561,0.8281,1
0.4,-0.72,0.16,0.5184,1
-0.94,0.64,0.8836,0.4096,1
-0.47,0.56,0.2209,0.3136,-1
-0.48,0.1,0.2304,0.01,1
-0.84,-0.9,0.7056,0.81,1
0.86,0.82,0.7396,0.6724,1
-0.42,-0.81,0.1764,0.6561,1
0.5,0.97,0.25,0.9409,-1
0.33,-0.65,0.1089,0.4225,1
0.95,0.12,0.9025,0.0144,1
-0.68,-0.58,0.4624,0.3364,1
0.96,-0.92,0.9216,0.8464,1
-0.91,0.41,0.8281,0.1681,1
0.56,0.52,0.3136,0.2704,-1
0.6,0.03,0.36,0.0009,1
-0.23,0.85,0.0529,0.7225,-1
-0.62,-0.35,0.3844,0.1225,1
0.98,0.44,0.9604,0.1936,1
0.97,-0.25,0.9409,0.0625,1
0.56,0.21,0.3136,0.0441,1
-0.25,-0.78,0.0625,0.6084,1
-0.34,0.14,0.1156,0.0196,-1
0.35,-0.63,0.1225,0.3969,1
0.66,-0.83,0.4356,0.6889,1
-0.21,0.95,0.0441,0.9025,-1
-0.18,0.91,0.0324,0.8281,-1
-0.57,-0.91,0.3249,0.8281,1
-0.29,0.17,0.0841,0.0289,-1
0.49,-0.75,0.2401,0.5625,1
-0.88,-0.14,0.7744,0.0196,1
0.4,0.07,0.16,0.0049,-1
-0.25,0.93,0.0625,0.8649,-1
-0.62,-0.47,0.3844,0.2209,1
0.38,-0.69,0.1444,0.4761,1
0.28,-0.56,0.0784,0.3136,1
-0.35,-0.47,0.1225,0.2209,1
-0.8,0.3,0.64,0.09,1
-0.87,0.69,0.7569,0.4761,-1
-0.22,-0.9,0.0484,0.81,1
-0.44,-0.7,0.1936,0.49,1
-0.47,0.8,0.2209,0.64,-1
0.88,-0.44,0.7744,0.1936,1
0.38,0.95,0.1444,0.9025,-1
0.61,-0.43,0.3721,0.1849,1
-0.35,0.22,0.1225,0.0484,-1
-0.66,0.92,0.4356,0.8464,-1
0.04,0.8,0.0016,0.64,-1
0.53,-0.58,0.2809,0.3364,1
0.84,-0.41,0.7056,0.1681,1
0.97,0.49,0.9409,0.2401,1
-0.67,-0.96,0.4489,0.9216,1
-0.38,-0.58,0.1444,0.3364,1
0.5,0.7,0.25,0.49,-1
0.29,0.41,0.0841,0.1681,-1
0.49,-0.52,0.2401,0.2704,1
-0.38,0.7,0.1444,0.49,-1
-0.06,0.21,0.0036,0.0441,-1
0.84,-0.25,0.7056,0.0625,1
-0.28,0.67,0.0784,0.4489,-1
-0.24,0.42,0.0576,0.1764,-1
0.51,-0.07,0.2601,0.0049,1
-0.88,0.46,0.7744,0.2116,1
-0.86,-0.69,0.7396,0.4761,1
-0.1,-0.86,0.01,0.7396,1
0.48,0.94,0.2304,0.8836,-1
-0.44,-0.68,0.1936,0.4624,1
0.29,-1,0.0841,1.0,1
0.51,0.29,0.2601,0.0841,1
0.69,0.05,0.4761,0.0025,1
-0.45,-0.09,0.2025,0.0081,1
-0.11,-0.52,0.0121,0.2704,1
-0.01,0.07,0.0001,0.0049,-1
0.91,0.38,0.8281,0.1444,1
0.87,-0.26,0.7569,0.0676,1
0.62,0.27,0.3844,0.0729,1
0.72,0.74,0.5184,0.5476,-1
0.39,-0.97,0.1521,0.9409,1
0.01,0.33,0.0001,0.1089,-1
-0.08,-0.09,0.0064,0.0081,1
0.79,0.64,0.6241,0.4096,-1
-0.72,-0.89,0.5184,0.7921,1
0.68,0.72,0.4624,0.5184,-1
-0.08,-0.67,0.0064,0.4489,1
0.56,0.88,0.3136,0.7744,-1
-0.74,-0.29,0.5476,0.0841,1
-0.56,0.11,0.3136,0.0121,1
0.13,0.07,0.0169,0.0049,1
-0.95,-0.52,0.9025,0.2704,1
0.8,0.17,0.64,0.0289,1
0.15,0.78,0.0225,0.6084,-1
0.97,-0.09,0.9409,0.0081,1
0.21,0.12,0.0441,0.0144,-1
-0.86,-0.35,0.7396,0.1225,1
0.04,0.77,0.0016,0.5929,-1
0.42,0.35,0.1764,0.1225,-1
-0.49,0.27,0.2401,0.0729,-1
0.95,0.96,0.9025,0.9216,-1
-0.27,0.41,0.0729,0.1681,-1
0.08,-0.16,0.0064,0.0256,1
0.93,0.07,0.8649,0.0049,1
-0.03,-0.57,0.0009,0.3249,1
0.28,-0.14,0.0784,0.0196,1
-0.8,0.8,0.64,0.64,-1
-0.38,0.23,0.1444,0.0529,-1
-0.72,-0.77,0.5184,0.5929,1
0.33,0.76,0.1089,0.5776,-1
0.83,-0.97,0.6889,0.9409,1
-0.45,-0.93,0.2025,0.8649,1
0.58,-0.95,0.3364,0.9025,1
-0.45,0.76,0.2025,0.5776,-1
0.01,-0.02,0.0001,0.0004,1
-0.21,-0.13,0.0441,0.0169,1
-0.31,0.24,0.0961,0.0576,-1
0.9,0.27,0.81,0.0729,1
0.82,0.8,0.6724,0.64,-1
-0.35,0.16,0.1225,0.0256,-1
-0.98,-0.88,0.9604,0.7744,1
-0.85,-0.75,0.7225,0.5625,1
0.07,0.11,0.0049,0.0121,-1
0.49,-0.9,0.2401,0.81,1
-0.68,-0.65,0.4624,0.4225,1
-0.38,0.23,0.1444,0.0529,1
-0.77,0.6,0.5929,0.36,1
0.04,-0.65,0.0016,0.4225,1
0.47,0.55,0.2209,0.3025,-1
0.93,-0.96,0.8649,0.9216,1
0.08,-0.17,0.0064,0.0289,1
0.64,-1,0.4096,1.0,1
-0.08,0.14,0.0064,0.0196,-1
-0.35,-0.48,0.1225,0.2304,1
-0.12,0.62,0.0144,0.3844,-1
0.21,0.06,0.0441,0.0036,1
-0.98,0.02,0.9604,0.0004,1
0.95,-0.5,0.9025,0.25,1
-0.51,-0.22,0.2601,0.0484,1
0.08,0.75,0.0064,0.5625,-1
0.14,0.56,0.0196,0.3136,-1
0.43,-0.97,0.1849,0.9409,1
0.35,-0.83,0.1225,0.6889,1
-0.36,0.1,0.1296,0.01,-1
-0.47,0.59,0.2209,0.3481,-1
-0.42,-0.83,0.1764,0.6889,1
0.95,0.47,0.9025,0.2209,1
-0.39,0.43,0.1521,0.1849,-1
0.74,-0.08,0.5476,0.0064,1
0.87,0.3,0.7569,0.09,1
-0.91,0.12,0.8281,0.0144,1
-0.08,0.48,0.0064,0.2304,-1
-0.75,0.3,0.5625,0.09,1
0.46,-0.92,0.2116,0.8464,1
0.53,0.18,0.2809,0.0324,1
-0.21,0.29,0.0441,0.0841,-1
0.59,-0.35,0.3481,0.1225,1
0.06,-0.94,0.0036,0.8836,1
0.64,-0.73,0.4096,0.5329,1
0.24,0.75,0.0576,0.5625,-1
0.76,-0.67,0.5776,0.4489,1
0.06,0.91,0.0036,0.8281,-1
-0.34,-0.93,0.1156,0.8649,1
-0.12,-0.66,0.0144,0.4356,1
0.18,-0.69,0.0324,0.4761,1
0.36,-0.24,0.1296,0.0576,1
-0.88,0.81,0.7744,0.6561,1
-0.2,-0.01,0.04,0.0001,-1
-0.95,0.08,0.9025,0.0064,1
-0.06,0.33,0.0036,0.1089,-1
-0.2,0.97,0.04,0.9409,-1
0.8,0.66,0.64,0.4356,1
-0.58,0.45,0.3364,0.2025,-1
0.96,0.63,0.9216,0.3969,1
0.07,0.04,0.0049,0.0016,-1
-1,0.6,1.0,0.36,1
0.22,-0.92,0.0484,0.8464,1
-0.37,-0.15,0.1369,0.0225,1
0.82,-0.51,0.6724,0.2601,1
0.08,-0.84,0.0064,0.7056,1
0.41,-0.81,0.1681,0.6561,1
0.69,0.89,0.4761,0.7921,-1
-0.91,1,0.8281,1.0,-1
0.23,-0.47,0.0529,0.2209,1
0.91,-0.34,0.8281,0.1156,1
-0.39,0.61,0.1521,0.3721,-1
-0.21,-0.11,0.0441,0.0121,1
0.24,0.48,0.0576,0.2304,-1
0.34,0.91,0.1156,0.8281,-1
0.54,-0.29,0.2916,0.0841,1
-0.96,0.96,0.9216,0.9216,-1
-0.16,-0.68,0.0256,0.4624,1
-0.39,0.13,0.1521,0.0169,-1
0.74,-0.05,0.5476,0.0025,1
0.91,0.08,0.8281,0.0064,1
0.71,0.63,0.5041,0.3969,-1
0.92,0.08,0.8464,0.0064,1
0.55,0.01,0.3025,0.0001,1
-0.12,0.54,0.0144,0.2916,-1
0.25,-0.66,0.0625,0.4356,1
0.05,-0.77,0.0025,0.5929,1
0.57,-1,0.3249,1.0,1
0.13,-0.94,0.0169,0.8836,1
0.02,-0.98,0.0004,0.9604,1
0.01,-0.23,0.0001,0.0529,1
-0.19,0.72,0.0361,0.5184,-1
0.83,0.75,0.6889,0.5625,-1
0.53,0.99,0.2809,0.9801,-1
0.46,-0.05,0.2116,0.0025,1
-0.66,-0.75,0.4356,0.5625,1
0.48,0.29,0.2304,0.0841,-1
0.4,-0.23,0.16,0.0529,1
0.27,-0.7,0.0729,0.49,1
-0.78,0.05,0.6084,0.0025,1
0.11,-0.1,0.0121,0.01,1
0.99,0.95,0.9801,0.9025,-1
0.89,-0.59,0.7921,0.3481,1
-0.56,0.85,0.3136,0.7225,-1
0.44,-0.72,0.1936,0.5184,1
-0.76,-0.64,0.5776,0.4096,1
-0.97,0.94,0.9409,0.8836,1
0.73,-0.51,0.5329,0.2601,1
-0.12,-0.16,0.0144,0.0256,1
0.69,-0.42,0.4761,0.1764,1
-0.01,0.48,0.0001,0.2304,-1
-0.85,0.61,0.7225,0.3721,1
0.26,-0.16,0.0676,0.0256,1
-0.47,-0.96,0.2209,0.9216,1
-0.45,0.11,0.2025,0.0121,-1
-0.95,0.49,0.9025,0.2401,1
0.85,0.24,0.7225,0.0576,1
-0.59,0.52,0.3481,0.2704,-1
-0.53,0.06,0.2809,0.0036,1
